
SPECjbb2015 Java Business Benchmark
 (c) Standard Performance Evaluation Corporation, 2015

Preparing to launch All-in-one SPECjbb2015.

Reading property file: /shared/projects/openjdk/analysis/lilliput-benefits/specjbb/results-COH-OFF-G1-4/./config/specjbb2015.props

     0s: Enumerating plugins...
     0s:    Connectivity:
     0s:             HTTP_Grizzly: Grizzly HTTP server, JDK HTTP client
     0s:              NIO_Grizzly: Grizzly NIO server, Grizzly NIO client
     0s:               HTTP_Jetty: Jetty HTTP server, JDK HTTP client
     0s:    Snapshot:
     0s:                 InMemory: Stores snapshots in heap memory
     0s:    Data Writers:
     0s:                     Demo: Send all frame to listener
     0s:                   InFile: Writing Data into file
     0s:                   Silent: Drop all frames
     0s: 
     0s: Kit validation is skipped.
     0s: Tests are skipped.
     0s: 
     0s: Ladies and gentlemen, this is your Controller speaking.
     0s: We are delighted in having you for benchmark run today.
     0s: 
     0s: Binary log file is ./specjbb2015-C-20240908-00001.data.gz
     0s: 
     0s: Performing handshake with all agents ...
     0s: 
     0s:  Agent Group1.TxInjector.CompositeTxInjector has attached to Controller
     0s:  Agent Group1.Backend.CompositeBackend has attached to Controller
     0s: 
     0s: All agents have connected.
     0s: 
     0s: Attached agents info:

Group "Group1"
    TxInjectors:
        CompositeTxInjector, includes { Driver } @ [local in-Java link]
    Backends:
        CompositeBackend, includes { SM(2),SP(2) } @ [local in-Java link]

     0s: Initializing... (init) OK
     2s: 
     2s: Check whether properties are compliant
     2s: (validation=PASSED) Property settings are COMPLIANT.
     2s: 
     2s: Searching for high-bound for max-jOPS possible for this system
     2s: Searching from base IR = 100
     2s:       rampup IR =      0 [reconfig (term) (init) ] ... (rIR:aIR:PR = 0:0:0) (tPR = 0) [OK] 
     7s:       rampup IR =     10 ... (rIR:aIR:PR = 10:10:10) (tPR = 890) [OK] 
    10s:       rampup IR =     20 ... (rIR:aIR:PR = 20:19:19) (tPR = 1611) [OK] 
    13s:       rampup IR =     30 .... (rIR:aIR:PR = 30:30:30) (tPR = 2162) [OK] 
    17s:       rampup IR =     40 .... (rIR:aIR:PR = 40:40:40) (tPR = 3063) [OK] 
    21s:       rampup IR =     50 .... (rIR:aIR:PR = 50:54:53) (tPR = 3276) [OK] 
    25s:       rampup IR =     60 .... (rIR:aIR:PR = 60:63:61) (tPR = 3929) [OK] 
    29s:       rampup IR =     70 .... (rIR:aIR:PR = 70:69:67) (tPR = 3837) [OK] 
    33s:       rampup IR =     80 .... (rIR:aIR:PR = 80:81:80) (tPR = 4376) [OK] 
    37s:       rampup IR =     90 .... (rIR:aIR:PR = 90:92:90) (tPR = 4570) [OK] 
    41s:       rampup IR =    100 .... (rIR:aIR:PR = 100:100:97) (tPR = 4416) [OK] 
    45s:    snapshot, IR =    100 ....|.............................. (rIR:aIR:PR = 100:100:98) (tPR = 3185) [OK] 
    79s: Performing snapshot: (quiescence.....) (stop TxI) (stop BE) (saving... 103460 Kb) (term) (init) ...
    92s:       rampup IR =      0 ... (rIR:aIR:PR = 0:0:0) (tPR = 0) [OK] 
    95s:       rampup IR =     10 ... (rIR:aIR:PR = 10:12:12) (tPR = 181) [OK] 
    98s:       rampup IR =     20 ... (rIR:aIR:PR = 20:22:22) (tPR = 513) [OK] 
   101s:       rampup IR =     30 .... (rIR:aIR:PR = 30:29:29) (tPR = 667) [OK] 
   105s:       rampup IR =     40 .... (rIR:aIR:PR = 40:40:40) (tPR = 940) [OK] 
   109s:       rampup IR =     50 .... (rIR:aIR:PR = 50:50:48) (tPR = 1009) [OK] 
   113s:       rampup IR =     60 .... (rIR:aIR:PR = 60:65:63) (tPR = 1601) [OK] 
   117s:       rampup IR =     70 .... (rIR:aIR:PR = 70:66:64) (tPR = 1541) [OK] 
   121s:       rampup IR =     80 .... (rIR:aIR:PR = 80:79:77) (tPR = 1798) [OK] 
   125s:       rampup IR =     90 .... (rIR:aIR:PR = 90:87:85) (tPR = 1546) [OK] 
   129s:       rampup IR =    100 .... (rIR:aIR:PR = 100:99:96) (tPR = 1917) [OK] 
   133s:       trying IR =    200 .... (rIR:aIR:PR = 200:197:193) (tPR = 3897) [OK] 
   137s:       trying IR =    220 .... (rIR:aIR:PR = 220:225:220) (tPR = 4369) [OK] 
   141s:       trying IR =    244 .... (rIR:aIR:PR = 244:248:244) (tPR = 5177) [OK] 
   145s:       trying IR =    273 .... (rIR:aIR:PR = 273:278:274) (tPR = 4766) [OK] 
   149s:       trying IR =    307 ..... (rIR:aIR:PR = 307:310:304) (tPR = 6327) [OK] 
   154s:       trying IR =    349 .... (rIR:aIR:PR = 349:354:345) (tPR = 7010) [OK] 
   158s:       trying IR =    399 ..... (rIR:aIR:PR = 399:404:396) (tPR = 8572) [OK] 
   163s:       trying IR =    458 ..... (rIR:aIR:PR = 458:459:448) (tPR = 8620) [OK] 
   168s:       trying IR =    530 .... (rIR:aIR:PR = 530:537:525) (tPR = 9795) [OK] 
   172s:       trying IR =    616 .... (rIR:aIR:PR = 616:607:594) (tPR = 10898) [OK] 
   176s:       trying IR =    719 .... (rIR:aIR:PR = 719:723:706) (tPR = 13641) [OK] 
   180s:       trying IR =    843 ..... (rIR:aIR:PR = 843:832:815) (tPR = 14366) [OK] 
   185s:       trying IR =    992 .... (rIR:aIR:PR = 992:979:959) (tPR = 17633) [OK] 
   189s:       trying IR =   1170 ..... (rIR:aIR:PR = 1170:1151:1131) (tPR = 19387) [OK] 
   194s:       trying IR =   1384 .... (rIR:aIR:PR = 1384:1382:1382) (tPR = 23041) [OK] 
   198s:       trying IR =   1641 .... (rIR:aIR:PR = 1641:1626:1626) (tPR = 27764) [OK] 
   202s:       trying IR =   1949 .... (rIR:aIR:PR = 1949:1950:1950) (tPR = 32103) [OK] 
   206s:       trying IR =   2319 ..... (rIR:aIR:PR = 2319:2317:2317) (tPR = 36880) [OK] 
   211s:       trying IR =   2762 .... (rIR:aIR:PR = 2762:2758:2758) (tPR = 44710) [OK] 
   215s:       trying IR =   3295 .... (rIR:aIR:PR = 3295:3300:3299) (tPR = 50398) [OK] 
   219s:       trying IR =   3934 .... (rIR:aIR:PR = 3934:3957:3953) (tPR = 60516) [OK] 
   223s:       trying IR =   4701 .... (rIR:aIR:PR = 4701:4679:4681) (tPR = 71043) [OK] 
   227s:       trying IR =   5621 .... (rIR:aIR:PR = 5621:5527:5525) (tPR = 86570) [OK] 
   231s:       trying IR =   6725 .... (rIR:aIR:PR = 6725:6773:6773) (tPR = 102012) [OK] 
   235s:       trying IR =   8050 ...... (rIR:aIR:PR = 8050:8172:8173) (tPR = 124753) [OK] 
   241s:       trying IR =   9640 ...... (rIR:aIR:PR = 9640:9815:9897) (tPR = 148080) [OK] 
   247s:       trying IR =  11548 ........................ (rIR:aIR:PR = 11548:11051:10347) (tPR = 154717) [PR is under limit] 
   279s: Re-initializing (term) (init) ... OK
   290s: Searching from base IR = 9640
   290s:       rampup IR =      0 ... (rIR:aIR:PR = 0:0:0) (tPR = 0) [OK] 
   293s:       rampup IR =    964 ...... (rIR:aIR:PR = 964:965:944) (tPR = 18935) [OK] 
   299s:       rampup IR =   1928 .... (rIR:aIR:PR = 1928:1921:1878) (tPR = 34889) [OK] 
   303s:       rampup IR =   2892 .... (rIR:aIR:PR = 2892:2907:2847) (tPR = 50405) [OK] 
   307s:       rampup IR =   3856 .... (rIR:aIR:PR = 3856:3845:3789) (tPR = 62970) [OK] 
   311s:       rampup IR =   4820 .... (rIR:aIR:PR = 4820:4790:4790) (tPR = 81273) [OK] 
   315s:       rampup IR =   5784 .... (rIR:aIR:PR = 5784:5783:5783) (tPR = 90561) [OK] 
   319s:       rampup IR =   6748 .... (rIR:aIR:PR = 6748:6462:6470) (tPR = 99624) [OK] 
   323s:       rampup IR =   7712 .... (rIR:aIR:PR = 7712:7837:7836) (tPR = 118602) [OK] 
   327s:       rampup IR =   8676 ........ (rIR:aIR:PR = 8676:8756:8757) (tPR = 130667) [OK] 
   336s:       rampup IR =   9640 .......... (rIR:aIR:PR = 9640:9342:9338) (tPR = 138810) [OK] 
   347s:    snapshot, IR =   9640 .......|............................ (rIR:aIR:PR = 9640:9740:9698) (tPR = 144625) [OK] 
   385s: Performing snapshot: (quiescence.....) (stop TxI) (stop BE) (saving... 222873 Kb) (term) (init) ...
   404s:       rampup IR =      0 ... (rIR:aIR:PR = 0:0:0) (tPR = 0) [OK] 
   407s:       rampup IR =    964 .... (rIR:aIR:PR = 964:970:970) (tPR = 14490) [OK] 
   411s:       rampup IR =   1928 .... (rIR:aIR:PR = 1928:1936:1936) (tPR = 28797) [OK] 
   415s:       rampup IR =   2892 .... (rIR:aIR:PR = 2892:2896:2896) (tPR = 43306) [OK] 
   419s:       rampup IR =   3856 .... (rIR:aIR:PR = 3856:3832:3832) (tPR = 56794) [OK] 
   423s:       rampup IR =   4820 .... (rIR:aIR:PR = 4820:4862:4864) (tPR = 70965) [OK] 
   427s:       rampup IR =   5784 .... (rIR:aIR:PR = 5784:5756:5745) (tPR = 83945) [OK] 
   431s:       rampup IR =   6748 .... (rIR:aIR:PR = 6748:6755:6755) (tPR = 101530) [OK] 
   435s:       rampup IR =   7712 .... (rIR:aIR:PR = 7712:7818:7818) (tPR = 121682) [OK] 
   439s:       rampup IR =   8676 ........ (rIR:aIR:PR = 8676:8569:8570) (tPR = 127039) [OK] 
   447s:       rampup IR =   9640 ....... (rIR:aIR:PR = 9640:9601:9601) (tPR = 141242) [OK] 
   455s:       trying IR =   9740 ...... (rIR:aIR:PR = 9740:9785:9788) (tPR = 141618) [OK] 
   461s:       trying IR =   9760 ......... (rIR:aIR:PR = 9760:9732:9730) (tPR = 146804) [OK] 
   471s:       trying IR =   9784 ..... (rIR:aIR:PR = 9784:9834:9818) (tPR = 142662) [OK] 
   476s:       trying IR =   9813 ........ (rIR:aIR:PR = 9813:9600:9609) (tPR = 145318) [OK] 
   485s:       trying IR =   9847 ....... (rIR:aIR:PR = 9847:9663:9641) (tPR = 147063) [OK] 
   493s:       trying IR =   9889 ..... (rIR:aIR:PR = 9889:9855:9858) (tPR = 144588) [OK] 
   498s:       trying IR =   9939 ...... (rIR:aIR:PR = 9939:10248:10258) (tPR = 158352) [OK] 
   505s:       trying IR =   9998 ........... (rIR:aIR:PR = 9998:10144:10119) (tPR = 147315) [OK] 
   516s:       trying IR =  10070 ........ (rIR:aIR:PR = 10070:9781:9702) (tPR = 145971) [OK] 
   525s:       trying IR =  10156 ......... (rIR:aIR:PR = 10156:10222:10234) (tPR = 151013) [OK] 
   535s:       trying IR =  10259 .................. (rIR:aIR:PR = 10259:9911:9900) (tPR = 145494) [OK] 
   555s:       trying IR =  10383 ........ (rIR:aIR:PR = 10383:10394:10148) (tPR = 156003) [OK] 
   565s:       trying IR =  10532 ........ (rIR:aIR:PR = 10532:10396:10283) (tPR = 152489) [OK] 
   575s:       trying IR =  10710 ............. (rIR:aIR:PR = 10710:10886:10471) (tPR = 154457) [OK] 
   593s:       trying IR =  10924 ........................ (rIR:aIR:PR = 10924:9613:10035) (tPR = 149766) [IR is under limit] [PR is under limit] 
   624s: Re-initializing (term) (init) ... OK
   636s: Searching from base IR = 10710
   636s:       rampup IR =      0 ... (rIR:aIR:PR = 0:0:0) (tPR = 0) [OK] 
   639s:       rampup IR =   1071 .... (rIR:aIR:PR = 1071:1066:1066) (tPR = 15809) [OK] 
   643s:       rampup IR =   2142 .... (rIR:aIR:PR = 2142:2158:2158) (tPR = 30114) [OK] 
